thresholds,tpr_A,tpr_B,selection_A,selection_B,fpr_A,fpr_B,trial,lambda,acc_overall,eqodds_A,eqodds_B
0.06,0.9584487534626038,0.9533954727030626,0.9106287003101212,0.9051750852184691,0.8984070796460177,0.8905492730210016,6,eo_1,0.29527047295270475,0.9399583261834139,0.937153800317939
0.07,0.9390581717451524,0.9460719041278296,0.8705948689032985,0.8899907034397273,0.8530973451327434,0.8729806138933764,6,eo_1,0.31426857314268575,0.914039173387591,0.9269087097655468
0.08,0.9168975069252078,0.936750998668442,0.8390188892021426,0.8700030988534242,0.8191150442477876,0.8497576736672051,6,eo_1,0.33236676332366766,0.9022175373225798,0.9130066749987631
0.09,0.9002770083102493,0.9167776298268975,0.8161826895968424,0.8373101952277657,0.7946902654867256,0.8132067851373183,6,eo_1,0.3531646835316468,0.8944132571764764,0.8964291553104208
0.1,0.8878116343490304,0.892809587217044,0.79391034677192,0.7984195847536412,0.7699115044247787,0.7697899838449112,6,eo_1,0.37716228377162286,0.8820998700757483,0.8769803966278672
0.11,0.8725761772853186,0.8675099866844208,0.7645897941922751,0.7665013944840409,0.7369911504424779,0.7358642972536349,6,eo_1,0.39836016398360163,0.8644149731571593,0.8683543105692141
0.12,0.8490304709141274,0.8475366178428761,0.7287848886382858,0.7330337775023241,0.6980530973451328,0.6983037156704361,6,eo_1,0.42325767423257676,0.8490226264310053,0.85076709782756
0.13,0.814404432132964,0.8242343541944075,0.681420919086552,0.7017353579175705,0.6474336283185841,0.6645799676898223,6,eo_1,0.44825517448255175,0.8330291961856201,0.8403456134954148
0.14,0.7853185595567868,0.8115845539280959,0.6346208063151959,0.6696622249767586,0.5961061946902655,0.6266155088852988,6,eo_1,0.47755224477552244,0.8107876351334787,0.8150309549572029
0.15,0.7520775623268698,0.7949400798934754,0.5971243304200733,0.6352649519677719,0.5575221238938053,0.5868336025848142,6,eo_1,0.5032496750324967,0.8054445615669354,0.7918935226913388
0.16,0.7146814404432132,0.7736351531291611,0.5641387087679729,0.5971490548497056,0.5256637168141592,0.5436187399030694,6,eo_1,0.5277472252774722,0.810982276370946,0.7699835867739083
0.17,0.6952908587257618,0.7563249001331558,0.532562729066817,0.5585683297180043,0.49097345132743364,0.4985864297253635,6,eo_1,0.5558444155584441,0.7956825926016718,0.7422615295922077
0.18,0.6800554016620498,0.7350199733688415,0.50380603326755,0.5139448404090486,0.45876106194690264,0.4468901453957997,6,eo_1,0.5862413758624138,0.7787056602848528,0.7118701720269582
0.19,0.6634349030470914,0.7137150466045273,0.4663095573724274,0.469321351100093,0.415929203539823,0.3951938610662359,6,eo_1,0.6195380461953804,0.7524943004927316,0.6814788144617085
0.2,0.649584487534626,0.6824234354194407,0.43247815054976035,0.4223737217229625,0.3769911504424779,0.34349757673667203,6,eo_1,0.6504349565043496,0.7274066629078518,0.6610741413172313
0.21,0.6260387811634349,0.6464713715046605,0.38708767972934877,0.3771304617291602,0.32601769911504425,0.2954361873990307,6,eo_1,0.6815318468153184,0.6999789179516094,0.6489648158943702
0.22,0.6038781163434903,0.611185086551265,0.34761770510290385,0.3368453672141308,0.2821238938053097,0.25363489499192243,6,eo_1,0.7077292270772922,0.6782457774618194,0.6424498084406574
0.23,0.5803324099722992,0.5885486018641811,0.3087115872568368,0.30523706228695385,0.2392920353982301,0.2193053311793215,6,eo_1,0.7317268273172682,0.6589596254259309,0.6307567293151404
0.24,0.5526315789473685,0.5585885486018641,0.27657175077530305,0.27269910133250697,0.20601769911504425,0.1859854604200323,6,eo_1,0.7511248875112488,0.6533861201676758,0.6273969118181681
0.25,0.5221606648199446,0.5339547270306259,0.25007048209754723,0.24589401921289122,0.18053097345132743,0.15852180936995153,6,eo_1,0.766023397660234,0.6583703086313828,0.6245670823393257
0.26,0.5069252077562327,0.5173102529960053,0.2325909219058359,0.22621629996901146,0.16247787610619469,0.13792407108239096,6,eo_1,0.7777222277772223,0.655552668349962,0.6206138180863856
0.27,0.4903047091412742,0.5019973368841545,0.21708486044544686,0.21211651688875116,0.14725663716814158,0.12419224555735056,6,eo_1,0.7853214678532147,0.6569519280268674,0.622194908673196
0.28,0.47506925207756234,0.49134487350199735,0.20270651254581337,0.20251007127362874,0.13309734513274335,0.11490306946688207,6,eo_1,0.7912208779122087,0.658028093055181,0.6235581959648847
0.29,0.46537396121883656,0.4806924101198402,0.19678601635184664,0.19460799504183451,0.12814159292035399,0.10783521809369952,6,eo_1,0.7938206179382061,0.6627676317015174,0.6271428079738594
0.3,0.4556786703601108,0.47003994673768307,0.19001973498731323,0.18872017353579176,0.12212389380530973,0.10339256865912763,6,eo_1,0.7954204579542046,0.666445223445199,0.6333526219214446
0.31,0.44598337950138506,0.4560585885486019,0.18156188328164646,0.18081809730399753,0.11398230088495576,0.09733441033925687,6,eo_1,0.797920207979202,0.6679989213835708,0.6412758217906549
0.32,0.4362880886426593,0.44607190412782954,0.17479560191711305,0.17400061977068484,0.1079646017699115,0.09147819063004846,6,eo_1,0.8003199680031997,0.6716765131272523,0.6454062865022189
0.33,0.425207756232687,0.43541944074567246,0.16831124894276853,0.16718314223737218,0.10265486725663717,0.08582390953150243,6,eo_1,0.8022197780221978,0.6774471110239502,0.65040446878583
0.34,0.42105263157894735,0.42676431424766975,0.1626726811389907,0.1616052060737527,0.09663716814159291,0.08117932148626818,6,eo_1,0.8046195380461953,0.6755845365626456,0.6544150072385984
0.35000000000000003,0.4099722991689751,0.4141145139813582,0.15703411333521286,0.15602726991013324,0.09238938053097345,0.07774636510500808,6,eo_1,0.8048195180481952,0.6824170813619983,0.6636318511236499
0.36,0.40304709141274236,0.40279627163781623,0.1519594023118128,0.14998450573287883,0.08778761061946902,0.07330371567043618,6,eo_1,0.8061193880611939,0.6847405192067266,0.67050744403262
