trial,tpr,fpr,eo_1,eo_2
0,0.75,0.76,0.75,0.9
1,0.73,0.76,0.74,0.77
2,0.75,0.75,0.75,1.0
3,0.75,0.76,0.76,0.91
4,0.82,0.73,0.77,1.03
5,0.73,0.78,0.75,0.83
6,0.7,0.78,0.73,0.53
7,0.77,0.74,0.76,0.7
8,0.74,0.77,0.78,0.62
9,0.73,0.75,0.74,0.62
