auc_roc_A,auc_roc_B,auc_roc_overall,trial,lambda
0.7987518307211401,0.7903472960764807,0.7962911221270843,0,orig
0.7980559745265627,0.7899299003968118,0.7902591257323118,0,full
0.7983765784277294,0.7901243038640549,0.7948017124831005,0,tpr
0.7981069796926574,0.7899299003968119,0.7919175304191076,0,fpr
0.7982672816432408,0.7899985133852505,0.7941212257773773,0,eo_1
0.7983620055231309,0.7902500943428591,0.7953920684993241,0,eo_2
0.8135861429315284,0.7710109253785549,0.7940630276378238,1,orig
0.8131101926581619,0.7711622464111695,0.7885356877081042,1,full
0.8131834157771414,0.7712025986865334,0.7915910690237393,1,tpr
0.8131183285602708,0.7711723344800105,0.7896935400830506,1,fpr
0.8131915516792503,0.7712126867553744,0.7903612724235537,1,eo_1
0.8130288336370738,0.7711521583423285,0.7865527249999438,1,eo_2
0.762170231158353,0.7878305126825836,0.7761228756406798,2,orig
0.7622702823845809,0.7879546489013944,0.7736871684201061,2,full
0.7621502209131075,0.7877891339429801,0.776081287653988,2,tpr
0.762238265992188,0.7880684404353044,0.7727857207085693,2,fpr
0.7624143561503489,0.7880994744900071,0.7745211761532238,2,eo_1
0.7622862905807775,0.7879753382711963,0.773781584389893,2,eo_2
0.7946617930591261,0.7895901639344262,0.7945729016570606,3,orig
0.7946497429305913,0.7895901639344263,0.7926490453890489,3,full
0.7946256426735219,0.7896311475409835,0.7948779719020174,3,tpr
0.7946818766066838,0.7896004098360655,0.7940539445244957,3,fpr
0.7947059768637532,0.7895491803278689,0.794281340057637,3,eo_1
0.7948023778920309,0.789344262295082,0.7867119956772335,3,eo_2
0.8037566489361703,0.7629182768419913,0.7852061580826523,4,orig
0.8036901595744681,0.7624708693471784,0.7815806465401843,4,full
0.8036652260638298,0.7625102018741949,0.7823793164735233,4,tpr
0.8036735372340427,0.7624217036884078,0.781245430145628,4,fpr
0.8036652260638298,0.7625397012694572,0.7820283516577463,4,eo_1
0.8034325132978724,0.7620578778135049,0.7726220446400249,4,eo_2
0.8042487257900103,0.7785369491388778,0.7943549837262412,5,orig
0.8039551478083589,0.778536949138878,0.7915250579921238,5,full
0.8040693170234455,0.7786175691064283,0.7925455395515275,5,tpr
0.8039633027522936,0.7785571041307657,0.791603729477981,5,fpr
0.8040856269113149,0.7785268716429341,0.7924016831202461,5,eo_1
0.8038328236493374,0.7785772591226532,0.7903584722446998,5,eo_2
0.7827049536275938,0.7702164880822217,0.7778208786736018,6,orig
0.7826002667576539,0.7702492893068007,0.7757351701061181,6,full
0.7826312850894879,0.7701180844084845,0.7769877196178038,6,tpr
0.7825072117621514,0.7700306144762737,0.7742847312640406,6,fpr
0.7826855671701975,0.7701071506669582,0.7764727576103065,6,eo_1
0.782677812587239,0.7702055543406954,0.7777770281969809,6,eo_2
0.7775073613364583,0.7751849934820949,0.7785026798307476,7,orig
0.7776146694480929,0.7747392837972548,0.7762188998589563,7,full
0.7775631615545082,0.7754965110037575,0.7792451339915374,7,tpr
0.7775803308523698,0.7748351353423818,0.7768417489421721,7,fpr
0.7775116536609235,0.7751802009048386,0.778511706629055,7,eo_1
0.7775889155013006,0.7748638908059199,0.777033568406206,7,eo_2
0.796565603602492,0.7906575319039781,0.7953908919259126,8,orig
0.7964576522114614,0.7907270045531305,0.7948480489120662,8,full
0.7966427117389426,0.7905987473546953,0.7952683869807589,8,tpr
0.7964576522114614,0.7907163164532609,0.7949334652041,8,fpr
0.7964268089568811,0.7906521878540432,0.7949289696097823,8,eo_1
0.7966427117389426,0.7905666830550865,0.7952751303722352,8,eo_2
0.8260085991606807,0.7977182766232777,0.8123087989030873,9,orig
0.8259828531706187,0.7973281571134961,0.8112680805151893,9,full
0.8259571071805566,0.7971188246936134,0.8110388077817864,9,tpr
0.8258712872136832,0.7975089442033949,0.8115243265113457,9,fpr
0.8258197952335591,0.7974899139834056,0.8114726277577352,9,eo_1
0.8259399431871819,0.7976326406333256,0.8122413657462042,9,eo_2
