thresholds,tpr_A,tpr_B,selection_A,selection_B,fpr_A,fpr_B,trial,lambda,acc_overall,eqodds_A,eqodds_B
0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,orig,0.23335332933413316,1.0,1.0
0.01,1.0,1.0,0.9875555555555555,0.955719557195572,0.9824561403508771,0.95,0,orig,0.2561487702459508,0.9824561403508771,0.95
0.02,1.0,1.0,0.9573333333333334,0.8339483394833949,0.9398496240601504,0.8125,0,orig,0.3161367726454709,0.9398496240601504,0.8125
0.03,1.0,0.967741935483871,0.9244444444444444,0.7195571955719557,0.893483709273183,0.6875,0,orig,0.373125374925015,0.893483709273183,0.719758064516129
0.04,1.0,0.967741935483871,0.8968888888888888,0.6494464944649446,0.8546365914786967,0.6083333333333333,0,orig,0.41451709658068386,0.8546365914786967,0.6405913978494623
0.05,1.0,0.967741935483871,0.8684444444444445,0.566420664206642,0.8145363408521303,0.5145833333333333,0,orig,0.46070785842831435,0.8145363408521303,0.5468413978494623
0.06,0.9969418960244648,0.9032258064516129,0.8471111111111111,0.47232472324723246,0.7857142857142857,0.4166666666666667,0,orig,0.4997000599880024,0.7887723896898209,0.5134408602150538
0.07,0.9969418960244648,0.8548387096774194,0.8177777777777778,0.3948339483394834,0.7443609022556391,0.33541666666666664,0,orig,0.5410917816436712,0.7474190062311743,0.48057795698924727
0.08,0.981651376146789,0.7741935483870968,0.7848888888888889,0.33210332103321033,0.7042606516290727,0.275,0,orig,0.5716856628674265,0.7226092754822837,0.5008064516129033
0.09,0.981651376146789,0.7419354838709677,0.7697777777777778,0.2915129151291513,0.6829573934837093,0.23333333333333334,0,orig,0.5926814637072585,0.7013060173369203,0.4913978494623656
0.1,0.981651376146789,0.6935483870967742,0.744,0.2564575645756458,0.6466165413533834,0.2,0,orig,0.617876424715057,0.6649651652065944,0.5064516129032257
0.11,0.9724770642201835,0.6935483870967742,0.7226666666666667,0.24169741697416974,0.6203007518796992,0.18333333333333332,0,orig,0.6334733053389322,0.6478236876595157,0.4897849462365591
0.12,0.9694189602446484,0.6612903225806451,0.7075555555555556,0.22693726937269373,0.600250626566416,0.17083333333333334,0,orig,0.644871025794841,0.6308316663217677,0.5095430107526882
0.13,0.963302752293578,0.6612903225806451,0.6906666666666667,0.21217712177121772,0.5789473684210527,0.15416666666666667,0,orig,0.6586682663467307,0.6156446161274747,0.49287634408602155
0.14,0.9571865443425076,0.6612903225806451,0.6764444444444444,0.19557195571955718,0.5614035087719298,0.13541666666666666,0,orig,0.6712657468506299,0.6042169644294222,0.4741263440860215
0.15,0.944954128440367,0.6290322580645161,0.664,0.17896678966789667,0.5488721804511278,0.12083333333333333,0,orig,0.6778644271145771,0.6039180520107609,0.4918010752688172
0.16,0.9357798165137615,0.5806451612903226,0.6417777777777778,0.15682656826568267,0.5213032581453634,0.10208333333333333,0,orig,0.6928614277144571,0.5855234416316019,0.5214381720430107
0.17,0.9327217125382263,0.5483870967741935,0.624,0.14206642066420663,0.4974937343358396,0.08958333333333333,0,orig,0.7060587882423516,0.5647720217976133,0.5411962365591398
0.18,0.9204892966360856,0.5161290322580645,0.6035555555555555,0.12915129151291513,0.47368421052631576,0.07916666666666666,0,orig,0.7168566286742651,0.5531949138902301,0.5630376344086021
0.19,0.9143730886850153,0.4838709677419355,0.5884444444444444,0.11992619926199262,0.4548872180451128,0.07291666666666667,0,orig,0.7252549490101979,0.5405141293600975,0.5890456989247311
0.2,0.9021406727828746,0.45161290322580644,0.5777777777777777,0.11254612546125461,0.4448621553884712,0.06875,0,orig,0.7276544691061788,0.5427214826055966,0.6171370967741935
0.21,0.8990825688073395,0.43548387096774194,0.5635555555555556,0.09778597785977859,0.42606516290726815,0.05416666666666667,0,orig,0.7396520695860828,0.5269825940999286,0.6186827956989247
0.22,0.8990825688073395,0.4032258064516129,0.5564444444444444,0.08856088560885608,0.41604010025062654,0.04791666666666667,0,orig,0.7450509898020395,0.516957531443287,0.6446908602150538
0.23,0.8776758409785933,0.4032258064516129,0.5386666666666666,0.07933579335793357,0.39974937343358397,0.0375,0,orig,0.7516496700659868,0.5220735324549907,0.6342741935483871
0.24,0.8685015290519877,0.4032258064516129,0.5217777777777778,0.07564575645756458,0.37969924812030076,0.03333333333333333,0,orig,0.7606478704259149,0.511197719068313,0.6301075268817204
0.25,0.8623853211009175,0.3870967741935484,0.5111111111111111,0.06826568265682657,0.36716791979949875,0.027083333333333334,0,orig,0.7666466706658668,0.5047825986985812,0.639986559139785
0.26,0.8562691131498471,0.3709677419354839,0.5004444444444445,0.06273062730627306,0.35463659147869675,0.022916666666666665,0,orig,0.7720455908818237,0.49836747832884964,0.6519489247311828
0.27,0.8440366972477065,0.3548387096774194,0.48533333333333334,0.05904059040590406,0.3383458646616541,0.020833333333333332,0,orig,0.7774445110977805,0.49430916741394765,0.665994623655914
0.28,0.8195718654434251,0.3225806451612903,0.46844444444444444,0.055350553505535055,0.32456140350877194,0.020833333333333332,0,orig,0.7780443911217756,0.5049895380653469,0.6982526881720431
