thresholds,tpr_A,tpr_B,selection_A,selection_B,fpr_A,fpr_B,trial,lambda,acc_overall,eqodds_A,eqodds_B
0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,orig,0.23335332933413316,1.0,1.0
0.01,1.0,1.0,1.0,1.0,1.0,1.0,0,orig,0.23335332933413316,1.0,1.0
0.02,1.0,1.0,1.0,1.0,1.0,1.0,0,orig,0.23335332933413316,1.0,1.0
0.03,1.0,1.0,1.0,1.0,1.0,1.0,0,orig,0.23335332933413316,1.0,1.0
0.04,1.0,1.0,1.0,1.0,1.0,1.0,0,orig,0.23335332933413316,1.0,1.0
0.05,1.0,1.0,0.9937777777777778,1.0,0.9912280701754386,1.0,0,orig,0.2375524895020996,0.9912280701754386,1.0
0.06,1.0,1.0,0.9671111111111111,1.0,0.9536340852130326,1.0,0,orig,0.2555488902219556,0.9536340852130326,1.0
0.07,1.0,1.0,0.9182222222222223,1.0,0.8847117794486216,1.0,0,orig,0.28854229154169164,0.8847117794486216,1.0
0.08,0.9969418960244648,1.0,0.8657777777777778,1.0,0.8120300751879699,1.0,0,orig,0.32273545290941813,0.8150881791635051,1.0
0.09,0.9877675840978594,1.0,0.8035555555555556,1.0,0.7280701754385965,1.0,0,orig,0.36112777444511096,0.7403025913407372,1.0
0.1,0.9755351681957186,1.0,0.7617777777777778,1.0,0.6741854636591479,1.0,0,orig,0.38452309538092383,0.6986502954634293,1.0
0.11,0.9510703363914373,1.0,0.7102222222222222,1.0,0.6115288220551378,1.0,0,orig,0.4097180563887223,0.6604584856637005,1.0
0.12,0.926605504587156,1.0,0.6497777777777778,1.0,0.5363408521303258,1.0,0,orig,0.4409118176364727,0.6097353475431698,1.0
0.13,0.8990825688073395,1.0,0.5973333333333334,1.0,0.47368421052631576,1.0,0,orig,0.46550689862027594,0.5746016417189763,1.0
0.14,0.8776758409785933,0.9193548387096774,0.5688888888888889,0.8653136531365314,0.4423558897243108,0.8583333333333333,0,orig,0.5140971805638872,0.5646800487457175,0.9389784946236559
0.15,0.8623853211009175,0.7258064516129032,0.5386666666666666,0.36162361623616235,0.40601503759398494,0.3145833333333333,0,orig,0.6778644271145771,0.5436297164930675,0.5887768817204301
0.16,0.8348623853211009,0.5806451612903226,0.5048888888888889,0.16974169741697417,0.36967418546365916,0.11666666666666667,0,orig,0.7414517096580684,0.5348118001425582,0.5360215053763441
0.17,0.8073394495412844,0.43548387096774194,0.4782222222222222,0.11254612546125461,0.3433583959899749,0.07083333333333333,0,orig,0.7564487102579485,0.5360189464486904,0.6353494623655913
0.18,0.7889908256880734,0.3225806451612903,0.45422222222222225,0.07933579335793357,0.31704260651629074,0.04791666666666667,0,orig,0.7678464307138573,0.5280517808282172,0.7253360215053765
0.19,0.7767584097859327,0.3064516129032258,0.4408888888888889,0.07195571955719557,0.3032581453634085,0.041666666666666664,0,orig,0.7732453509298141,0.5264997355774759,0.7352150537634409
0.2,0.7675840978593272,0.27419354838709675,0.43022222222222223,0.05904059040590406,0.29197994987468673,0.03125,0,orig,0.7786442711457708,0.5243958520153595,0.7570564516129032
0.21,0.7431192660550459,0.22580645161290322,0.4062222222222222,0.04797047970479705,0.2681704260651629,0.025,0,orig,0.785242951409718,0.5250511600101171,0.7991935483870968
0.22,0.72782874617737,0.22580645161290322,0.37955555555555553,0.046125461254612546,0.23684210526315788,0.022916666666666665,0,orig,0.7978404319136173,0.5090133590857878,0.7971102150537634
