trial,pr_diff_avg,pr_diff_05,pr_diff_worst,tpr_diff_avg,tpr_diff_05,tpr_diff_worst,eo_diff_avg,eo_diff_05,eo_diff_worst,acc_avg,acc_05,acc_worst,alg
0.0,0.20233739298846998,0.206559164241849,0.3590067080706369,0.12441075666334304,0.1553142466271251,0.1943081894030079,0.2413860130472128,0.24772243587313272,0.3618578422740749,0.7900979650794522,0.8435562590687244,0.4724970320538187,uncorrected
1.0,0.20131523765902906,0.2007153584634747,0.3661549494375453,0.11715681518374738,0.1176693096675637,0.1998129462012491,0.2332772590339746,0.20546284671365783,0.38916353980372825,0.7883191564110905,0.8440838939453897,0.471837488457987,uncorrected
2.0,0.19412037289601788,0.1978421259149371,0.3441555734685386,0.11333309680947014,0.1550607442609129,0.1824675200245277,0.22411108001925067,0.24078773189438332,0.33578746297852247,0.7957896304074411,0.8465901596095502,0.4674845007254979,uncorrected
3.0,0.19293134013753893,0.1874773587817065,0.3458068345024866,0.08523821169747624,0.0610979502651387,0.1985891378502524,0.20220885080703882,0.15315412741764395,0.31937877402280895,0.7911741312635421,0.8409180846853977,0.4730246669304841,uncorrected
4.0,0.20605761054617883,0.2182109461304665,0.3510514839672266,0.1477740853976981,0.1920783499753141,0.2167299767247373,0.2679315873537504,0.2969127229158468,0.36718005411521765,0.7902377099601532,0.840654267247065,0.4685397704788286,uncorrected
5.0,0.19011979605629536,0.1917131485369698,0.3296965540968849,0.0902656825297142,0.0848387528435701,0.1484811989830054,0.2023713281664457,0.1784492322606583,0.3081158649068608,0.7869661125194436,0.8377522754254056,0.4571956206305236,uncorrected
6.0,0.19307349317667277,0.1951223509874232,0.3454584991344869,0.08060127351927653,0.072584476805416,0.1806871999001583,0.19281052335982796,0.16093847824262392,0.3108147933609191,0.7923547796014265,0.8513388734995383,0.4656377786571692,uncorrected
7.0,0.18637996220952155,0.1886505731574084,0.3385849394314158,0.07002856349278794,0.0762865518282054,0.1265952494028416,0.17759520670631435,0.16117280151892432,0.31775156384752484,0.7936386040661841,0.8498878775887087,0.4579870729455217,uncorrected
8.0,0.21368986435941376,0.2188201623723902,0.3721705010478696,0.1285218296640182,0.1363599051781392,0.2184658857709997,0.25536312158162805,0.24343463585666344,0.3913960968753268,0.7909873694136332,0.8431605329112254,0.45732752934969,uncorrected
9.0,0.20016702390147068,0.2012806373195017,0.3531683208979472,0.09100723582062202,0.0801167371426505,0.1888846723770284,0.21278412299792895,0.18632375474909724,0.34355201343215447,0.7874885232884188,0.8315525656245878,0.4606252473288484,uncorrected
0.0,0.01712641530492692,0.0084083374136001,0.1504531617118969,0.19117469227549533,0.3169512271954062,0.3568317027730026,0.24175597860149253,0.385621927833355,0.4125898256022159,0.7618146460471137,0.8227146814404432,0.3635404300224245,full_corr
1.0,0.00925707416445371,0.0023705669055124,0.136394861778355,0.1917678837270295,0.2815533778798491,0.3497698199087592,0.2568941803814748,0.34447507219414775,0.38501395468082483,0.754884867196652,0.8212636855296135,0.3652552433715869,full_corr
2.0,0.010214220202709248,0.0040703701276708,0.1489466034326082,0.1912571483645893,0.3193313340742728,0.3380648066531254,0.2487355459278088,0.38415640796828787,0.39577031042816213,0.7652116220723776,0.8289143912412611,0.3619575253924284,full_corr
3.0,0.008758339993811324,0.009866942040855,0.1484000997044475,0.21698009115010058,0.3764181967062368,0.3811626695158317,0.26956238502795005,0.4285497579035027,0.4293220772808731,0.761962227089349,0.8217913204062789,0.3583959899749373,full_corr
4.0,0.010948919024598668,0.0022645708111243,0.1427668562103267,0.16487008560599922,0.2878092033008554,0.3048092133767268,0.22425587439527314,0.3481921904441936,0.357667762434164,0.7600384494325966,0.8237699511937739,0.3652552433715869,full_corr
5.0,0.00864127302637153,0.0044304468622086,0.1370971276678473,0.214681102795145,0.3485347250100361,0.3543556804496186,0.2680823136871072,0.3989052328920306,0.40508083940446155,0.757004548891771,0.8137448885371323,0.3540430022424482,full_corr
6.0,0.012909614518842564,0.0032845416727269,0.1358479147643891,0.2294557376599978,0.3379553909043337,0.4082233651469271,0.2943902940495185,0.3933023974904376,0.42241018898348087,0.7587441767524596,0.8307611133095898,0.3664424218440839,full_corr
7.0,0.018394655440818572,0.028131326419786,0.1405786760254549,0.23303170947731522,0.356650391516022,0.3824223694030287,0.2936850154611152,0.441587819079148,0.4428356231106738,0.7641328438344428,0.8258804907004353,0.3524600976124522,full_corr
8.0,0.025616240644699483,0.019415423704049,0.1399934863665414,0.16959922659297416,0.2744660051689356,0.2908185474743605,0.21195432825490224,0.3238042328001032,0.3245730018402954,0.7628242048581587,0.8254847645429363,0.3494261970716264,full_corr
9.0,0.009189009844077929,0.0049815762636628,0.1380621316649245,0.21897213845856006,0.3595178719866999,0.3850880046261158,0.2696428340252935,0.4152189695492204,0.42853927351717114,0.7567916665034132,0.817965967550455,0.3503495581057907,full_corr
0.0,0.1431474697810562,0.1510593194227048,0.251392986273497,0.030394436475337648,0.0038521425292735,0.1149747540659004,0.09828374811535924,0.05847896859624638,0.22753283576540195,0.7803419439688334,0.8430286241920592,0.3628808864265928,ours_tpr
1.0,0.13844017768659242,0.1514058851855717,0.2383013422970681,0.02384631380034152,0.0116056490247222,0.1093952966361491,0.08695556665260493,0.06428066865489537,0.20457788643766384,0.7770024331281568,0.8403904498087323,0.3620894341115948,ours_tpr
2.0,0.1355519849448188,0.1527739640317476,0.2299147256037145,0.02436579193311961,0.0210353351473575,0.0646557505844479,0.08612429620410735,0.07680216195750786,0.22333598702229873,0.785405410347129,0.8471177944862155,0.3601108033240997,ours_tpr
3.0,0.13371131707765369,0.1407264181177224,0.2239046160785291,0.05079904936690862,0.0520381309360645,0.127936559370498,0.11772564246887103,0.11050372765720229,0.22389416342704982,0.7811138058799947,0.8421052631578947,0.3572088115024403,ours_tpr
4.0,0.1443312366747333,0.1720161183128939,0.2326244313531204,0.053538311804721204,0.0738480760123732,0.1272078753010166,0.12175142844461545,0.1466153938896277,0.21105048901723766,0.7801199193920181,0.8409180846853977,0.3632766125840918,ours_tpr
