trial,pr,tpr,eo,acc
0.0,0.75,0.6000000000000001,0.75,0.8
1.0,0.65,0.6000000000000001,0.6000000000000001,0.9
2.0,0.05,0.05,0.05,0.9500000000000001
3.0,0.65,0.65,0.65,0.8
4.0,0.0,0.65,0.0,0.75
5.0,0.6000000000000001,0.05,0.6000000000000001,0.65
6.0,0.9500000000000001,0.9500000000000001,1.0,0.1
7.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.65
8.0,0.9500000000000001,1.0,1.0,0.9500000000000001
9.0,0.8500000000000001,0.8,0.8,0.05
