trial,repairlevel,avg_prd,avg_tprd,avg_eod,avg_acc,05_acc,05_eod,05_prd,05_tprd
0,0.0,0.19565274849716877,0.17885336475008343,0.2918110608765392,0.7772803261531237,0.8220625268718138,0.2626196408865208,0.17346305492265296,0.1877624770044537
0,0.05,0.19478052710621266,0.17775094358359697,0.2899384164111273,0.7774104663092067,0.8227995823352374,0.26059079743424624,0.17217297014565333,0.18746235695643443
0,0.1,0.18035315880323094,0.15683195861387847,0.25910507178041053,0.7761437282478943,0.816288925741662,0.29312901536092967,0.18645533871998524,0.20370366576664795
0,0.15000000000000002,0.19300489550809838,0.1660168612438724,0.2821797167000129,0.7719488366747123,0.8158589767213316,0.2520711703546002,0.17198857047960955,0.17176187881295862
0,0.2,0.1886730850808474,0.1576042811947879,0.2709920042885131,0.7716739612048545,0.8148762361034334,0.2415017603633675,0.1664592283580072,0.1645764107690858
0,0.25,0.17708505156702087,0.15099461201707728,0.2511896472787057,0.7758688527780361,0.8156747128554757,0.28251930992204366,0.18203239459464562,0.1959005445181486
0,0.30000000000000004,0.18881977829022248,0.16107878964108874,0.2740412109771284,0.7718351160710322,0.8155518702782384,0.248605547972296,0.16701263103765482,0.173391540916708
0,0.35000000000000003,0.18894113903114976,0.16141125121694005,0.2743782444331692,0.7719099162542014,0.8170874024937044,0.24412727316752114,0.16443174859834866,0.1717967050301349
0,0.4,0.17665977834152624,0.14302885010321498,0.2462455099530671,0.7728403575570382,0.8129107548676371,0.2718650260206441,0.1795445776348054,0.18398997824385727
0,0.45,0.1689640360871025,0.13575984578942923,0.23115587000607815,0.7748550974500432,0.8138320741969166,0.2539393270903763,0.17125127733770878,0.17318565651516576
0,0.5,0.17717797268805244,0.15163322788649813,0.25213649764127244,0.7755167445987271,0.8142006019286284,0.2778430689076988,0.18000471115347083,0.1912102725049064
0,0.55,0.1722570312887821,0.14453355768692094,0.24271555769901337,0.7731128005006139,0.8142006019286284,0.2601561863711316,0.17115943394734032,0.1813063109202725
0,0.6000000000000001,0.1727476086400186,0.14760495824728015,0.24543077407601527,0.7738577616744536,0.8139549167741539,0.27088179927912553,0.17576586117190063,0.1877204806837411
