trial,thresholds,positivity_rate_differences_scores_pr,tpr_differences_scores_pr,fpr_differences_scores_pr,eqodds_differences_scores_pr,tpr_A_scores_pr,tpr_B_scores_pr,selection_A_scores_pr,selection_B_scores_pr,fpr_A_scores_pr,fpr_B_scores_pr,acc_A_scores_pr,acc_B_scores_pr,acc_overall_scores_pr,positivity_rate_differences_scores_tpr,tpr_differences_scores_tpr,fpr_differences_scores_tpr,eqodds_differences_scores_tpr,tpr_A_scores_tpr,tpr_B_scores_tpr,selection_A_scores_tpr,selection_B_scores_tpr,fpr_A_scores_tpr,fpr_B_scores_tpr,acc_A_scores_tpr,acc_B_scores_tpr,acc_overall_scores_tpr,positivity_rate_differences_scores_eo,tpr_differences_scores_eo,fpr_differences_scores_eo,eqodds_differences_scores_eo,tpr_A_scores_eo,tpr_B_scores_eo,selection_A_scores_eo,selection_B_scores_eo,fpr_A_scores_eo,fpr_B_scores_eo,acc_A_scores_eo,acc_B_scores_eo,acc_overall_scores_eo,positivity_rate_differences_scores_acc,tpr_differences_scores_acc,fpr_differences_scores_acc,eqodds_differences_scores_acc,tpr_A_scores_acc,tpr_B_scores_acc,selection_A_scores_acc,selection_B_scores_acc,fpr_A_scores_acc,fpr_B_scores_acc,acc_A_scores_acc,acc_B_scores_acc,acc_overall_scores_acc
2,0.68,0.11668609682226816,0.1385214866999952,0.04264584695992829,0.1811673336599235,0.3936720413751141,0.2551505546751189,0.15487536656891496,0.0381892697466468,0.051934426229508196,0.009288579269579903,0.7810667155425219,0.90424739195231,0.8216830466830467,0.10477260708619779,0.08888253538768917,0.04888339787580851,0.13776593326349768,0.33769394584727713,0.24881141045958796,0.1429618768328446,0.0381892697466468,0.05901639344262295,0.01013299556681444,0.7592558651026393,0.9027570789865872,0.8065724815724816,0.11668609682226816,0.1385214866999952,0.04264584695992829,0.1811673336599235,0.3936720413751141,0.2551505546751189,0.15487536656891496,0.0381892697466468,0.051934426229508196,0.009288579269579903,0.7810667155425219,0.90424739195231,0.8216830466830467,0.10807773664727657,0.10081109996302004,0.04883220686814993,0.14964330683116997,0.34803772436872527,0.24722662440570523,0.14589442815249268,0.0378166915052161,0.05875409836065574,0.009921891492505806,0.7625549853372434,0.9027570789865872,0.8087837837837838
2,0.6900000000000001,0.11478264266141051,0.1362785829206638,0.04191649276535955,0.17819507568602336,0.3866747794341345,0.25039619651347067,0.15166788856304986,0.036885245901639344,0.050360655737704915,0.008444162972345366,0.7800586510263929,0.9044336810730254,0.821068796068796,0.10351966251622516,0.09291513367021889,0.04762945351730534,0.14054458718752422,0.3322178278065105,0.2393026941362916,0.13984604105571846,0.0363263785394933,0.056918032786885245,0.009288579269579903,0.7590725806451613,0.9023845007451565,0.8063267813267814,0.11478264266141051,0.1362785829206638,0.04191649276535955,0.17819507568602336,0.3866747794341345,0.25039619651347067,0.15166788856304986,0.036885245901639344,0.050360655737704915,0.008444162972345366,0.7800586510263929,0.9044336810730254,0.821068796068796,0.1049829335128119,0.10015298223757133,0.04618683056648567,0.146339812804057,0.34104046242774566,0.24088748019017434,0.14149560117302054,0.03651266766020864,0.055475409836065574,0.009288579269579903,0.7627382697947214,0.9025707898658718,0.8088452088452088
2,0.7000000000000001,0.11286716984760348,0.13329993727390763,0.040764930422173544,0.17406486769608118,0.3821113477334956,0.24881141045958796,0.14919354838709678,0.0363263785394933,0.04878688524590164,0.008021954823728097,0.779783724340176,0.9046199701937406,0.8209459459459459,0.09995462958511608,0.08695784237670656,0.04587334447685988,0.13283118685356643,0.3230909644052327,0.23613312202852615,0.13572214076246333,0.03576751117734724,0.05495081967213115,0.00907747519527127,0.7576979472140762,0.9021982116244411,0.8053439803439804,0.11286716984760348,0.13329993727390763,0.040764930422173544,0.17406486769608118,0.3821113477334956,0.24881141045958796,0.14919354838709678,0.0363263785394933,0.04878688524590164,0.008021954823728097,0.779783724340176,0.9046199701937406,0.8209459459459459,0.10141790058170279,0.09133034761633615,0.044721782133673865,0.13605212975001002,0.3322178278065105,0.24088748019017434,0.13737170087976538,0.035953800298062596,0.05337704918032787,0.008655267046654,0.7615469208211144,0.9031296572280179,0.8082309582309583
2,0.71,0.1093021369164944,0.12751959045309838,0.03798840657952567,0.16550799703262406,0.37633100091268634,0.24881141045958796,0.14506964809384165,0.03576751117734724,0.045377049180327866,0.007388642600802195,0.780425219941349,0.9051788375558867,0.8215601965601965,0.09601701841257632,0.08002422258939673,0.04364383628013857,0.1236680588695353,0.31457255856404015,0.23454833597464342,0.1315982404692082,0.03558122205663189,0.052721311475409836,0.00907747519527127,0.7566898826979472,0.9020119225037257,0.8046068796068796,0.1093021369164944,0.12751959045309838,0.03798840657952567,0.16550799703262406,0.37633100091268634,0.24881141045958796,0.14506964809384165,0.03576751117734724,0.045377049180327866,0.007388642600802195,0.780425219941349,0.9051788375558867,0.8215601965601965,0.0994197995288688,0.09158491623101522,0.04330792470852065,0.13489284093953588,0.32613325220565864,0.23454833597464342,0.1342558651026393,0.03483606557377049,0.05154098360655738,0.008233058898036731,0.7609970674486803,0.9027570789865872,0.8077395577395577
2,0.72,0.10757896254987742,0.1289910741879478,0.03644340161338884,0.16543447580133663,0.37146334043200485,0.24247226624405704,0.14222873900293256,0.03464977645305514,0.04340983606557377,0.006966434452184927,0.7803335777126099,0.904806259314456,0.8213759213759214,0.09263526993894525,0.07674134816259795,0.04052506082219846,0.1172664089847964,0.30970489808335866,0.2329635499207607,0.12765762463343108,0.03502235469448584,0.04918032786885246,0.008655267046654,0.7576979472140762,0.9021982116244411,0.8053439803439804,0.10757896254987742,0.1289910741879478,0.03644340161338884,0.16543447580133663,0.37146334043200485,0.24247226624405704,0.14222873900293256,0.03464977645305514,0.04340983606557377,0.006966434452184927,0.7803335777126099,0.904806259314456,0.8213759213759214,0.09659090909090909,0.08927837029801403,0.040976034496482176,0.1302544047944962,0.320657134164892,0.23137876386687797,0.13068181818181818,0.03409090909090909,0.04878688524590164,0.007810850749419463,0.7612719941348973,0.9027570789865872,0.807923832923833
2,0.73,0.10556884284409401,0.12442764248730892,0.03542298681118644,0.15985062929849536,0.36689990873136596,0.24247226624405704,0.13984604105571846,0.03427719821162444,0.0419672131147541,0.006544226303567659,0.7799670087976539,0.9051788375558867,0.8212530712530712,0.09099772847459256,0.07187368768191651,0.040058001709596926,0.11193168939151343,0.3048372376026772,0.2329635499207607,0.125274926686217,0.03427719821162444,0.04786885245901639,0.007810850749419463,0.7571480938416423,0.9029433681073026,0.8052211302211302,0.10556884284409401,0.12442764248730892,0.03542298681118644,0.15985062929849536,0.36689990873136596,0.24247226624405704,0.13984604105571846,0.03427719821162444,0.0419672131147541,0.006544226303567659,0.7799670087976539,0.9051788375558867,0.8212530712530712,0.09542059275996345,0.09203041130670361,0.04008676723526338,0.132117178541967,0.31548524490416796,0.22345483359746435,0.1282074780058651,0.03278688524590164,0.047475409836065574,0.007388642600802195,0.7606304985337243,0.9021982116244411,0.8073095823095823
2,0.74,0.1042152420556704,0.12492279772836082,0.03430018999366688,0.1592229877220277,0.3626407058107697,0.23771790808240886,0.13718841642228738,0.03297317436661699,0.04,0.005699810006333122,0.7800586510263929,0.9053651266766021,0.8213759213759214,0.08837315513677227,0.070974983330095,0.03843938025380939,0.10941436358390438,0.29601460298144205,0.22503961965134706,0.12060117302052786,0.03222801788375559,0.04498360655737705,0.006544226303567659,0.7565065982404692,0.9031296572280179,0.8048525798525799,0.1042152420556704,0.12492279772836082,0.03430018999366688,0.1592229877220277,0.3626407058107697,0.23771790808240886,0.13718841642228738,0.03297317436661699,0.04,0.005699810006333122,0.7800586510263929,0.9053651266766021,0.8213759213759214,0.09149500024037306,0.08668157757327644,0.03744139093359912,0.12412296850687556,0.30696683906297534,0.2202852614896989,0.12335043988269795,0.03185543964232489,0.04419672131147541,0.006755330377876293,0.7603555718475073,0.9023845007451565,0.8071867321867322
2,0.75,0.10193320032690735,0.12450526662928493,0.032464124419896385,0.1569693910491813,0.35746881655004564,0.2329635499207607,0.1343475073313783,0.03241430700447094,0.03816393442622951,0.005699810006333122,0.779783724340176,0.904806259314456,0.821007371007371,0.08591083361376858,0.07116590979110426,0.03602753350844589,0.10719344329955016,0.29145117128080317,0.2202852614896989,0.11739369501466276,0.03148286140089419,0.042360655737704915,0.006333122229259025,0.7569648093841642,0.9027570789865872,0.8050368550368551,0.10193320032690735,0.12450526662928493,0.032464124419896385,0.1569693910491813,0.35746881655004564,0.2329635499207607,0.1343475073313783,0.03241430700447094,0.03816393442622951,0.005699810006333122,0.779783724340176,0.904806259314456,0.821007371007371,0.09069125282438345,0.08559194676044563,0.03731658343628983,0.12290853019673545,0.30270763614237906,0.21711568938193343,0.12124266862170088,0.030551415797317436,0.04301639344262295,0.005699810006333122,0.7598973607038123,0.9029433681073026,0.807063882063882
2,0.76,0.10029565886255468,0.12371986459649673,0.03118141453572677,0.15490127913222348,0.35351384240949196,0.22979397781299524,0.13196480938416422,0.03166915052160954,0.03645901639344262,0.005277601857715854,0.779783724340176,0.904806259314456,0.821007371007371,0.08500342531609056,0.06970840804456108,0.03566285641116153,0.1053712644557226,0.28840888348037724,0.21870047543581617,0.1159274193548387,0.030923994038748136,0.04157377049180328,0.005910914080641756,0.7565982404692082,0.9029433681073026,0.8048525798525799,0.10029565886255468,0.12371986459649673,0.03118141453572677,0.15490127913222348,0.35351384240949196,0.22979397781299524,0.13196480938416422,0.03166915052160954,0.03645901639344262,0.005277601857715854,0.779783724340176,0.904806259314456,0.821007371007371,0.08821991731166771,0.08109215721347648,0.036136255567437374,0.11722841278091387,0.2966230605415272,0.21553090332805072,0.1185850439882698,0.030365126676602086,0.041836065573770495,0.005699810006333122,0.7588892961876833,0.9027570789865872,0.8063267813267814
2,0.77,0.09802563578674102,0.12367020443113316,0.029454071020947756,0.1531242754520809,0.3471250380285975,0.22345483359746435,0.1283907624633431,0.030365126676602086,0.03409836065573771,0.004644289634789952,0.779508797653959,0.9046199701937406,0.8207616707616707,0.08254110379308686,0.06648917577143207,0.0342489989860083,0.10073817475744037,0.2820200790994828,0.21553090332805072,0.1127199413489736,0.030178837555886736,0.03973770491803279,0.005488705932024488,0.7559567448680352,0.9029433681073026,0.8044226044226044,0.09802563578674102,0.12367020443113316,0.029454071020947756,0.1531242754520809,0.3471250380285975,0.22345483359746435,0.1283907624633431,0.030365126676602086,0.03409836065573771,0.004644289634789952,0.779508797653959,0.9046199701937406,0.8207616707616707,0.08622782558530839,0.0804340394880278,0.035013458749917806,0.1154474982379456,0.2896257986005476,0.2091917591125198,0.11510263929618768,0.028874813710879285,0.03986885245901639,0.004855393709098586,0.7581561583577713,0.9027570789865872,0.8058353808353809
