thresholds,positivity_rate_differences,tpr_differences,fpr_differences,eqodds_differences,tpr_A,tpr_B,selection_A,selection_B,fpr_A,fpr_B,acc_A,acc_B,acc_overall,trial
0.0,-0.03290079401547907,-0.002159760837383007,-0.04966426280102809,0.0518240236384111,0.995323460639127,0.99748322147651,0.94601152562936,0.978912319644839,0.9145978152929494,0.9642620780939775,0.4394904458598726,0.4598594154642989,0.44866666666666666,0
0.01,-0.04360032680299608,-0.008936558087954571,-0.059608550865319354,0.06854510895327393,0.9851909586905689,0.9941275167785235,0.9105247194419169,0.954125046244913,0.8629592850049652,0.9225678358702846,0.46709129511677283,0.4816870144284129,0.4736666666666667,0
0.02,-0.047140355962118075,-0.008639043349532027,-0.0635899464831553,0.07222898983268733,0.9812938425565082,0.9899328859060402,0.8895966029723992,0.9367369589345172,0.8311817279046674,0.8947716743878227,0.48498635122838946,0.4953755086940437,0.48966666666666664,0
0.03,-0.056333120918118484,-0.01145922151835832,-0.07551310252455179,0.08697232404291011,0.9742790335151987,0.985738255033557,0.8674552623597209,0.9237883832778394,0.7994041708043694,0.8749172733289212,0.5016681831968456,0.5046244913059563,0.503,0
0.04,-0.061589640062250095,-0.012661050285875719,-0.0816452272872158,0.09430627757309151,0.9680436477007015,0.9807046979865772,0.845920533818623,0.9075101738808731,0.7681231380337636,0.8497683653209794,0.5183500151653018,0.5164631890492046,0.5175,0
0.05,-0.06420628580719634,-0.012542044390506768,-0.08463028818127516,0.09717233257178193,0.9664848012470771,0.9790268456375839,0.8325750682438581,0.8967813540510544,0.7472691161866931,0.8318994043679683,0.5304822565969063,0.5257121716611173,0.5283333333333333,0
0.06,-0.06753962250685641,-0.016260651681514027,-0.08579716964701756,0.10205782132853158,0.9602494154325799,0.9765100671140939,0.8140734000606612,0.8816130225675176,0.7209533267130089,0.8067504963600265,0.5441310282074613,0.538660747317795,0.5416666666666666,0
0.07,-0.07059288082496551,-0.018420412518897145,-0.0882850489985062,0.10670546151740334,0.9555728760717069,0.9739932885906041,0.8010312405216864,0.8716241213466519,0.7025819265143992,0.7908669755129054,0.5535335153169548,0.5464298927118018,0.5503333333333333,0
0.08,-0.07082650389803802,-0.01902132690265579,-0.08630749544715788,0.10532882234981367,0.9524551831644583,0.9714765100671141,0.7852593266606005,0.8560858305586385,0.6787487586891757,0.7650562541363336,0.5668789808917197,0.559748427672956,0.5636666666666666,0
0.09,-0.07930257789932471,-0.023519357420475284,-0.09640787157008812,0.1199272289905634,0.9454403741231489,0.9689597315436241,0.7682741886563542,0.8475767665556789,0.6554121151936445,0.7518199867637326,0.5784046102517441,0.5660377358490566,0.5728333333333333,0
0.1,-0.08390905935742876,-0.026220529693932515,-0.10137837257003757,0.12759890226397008,0.9368667186282151,0.9630872483221476,0.7521989687594783,0.8361080281169071,0.634558093346574,0.7359364659166115,0.5878070973612375,0.5723270440251572,0.5808333333333333,0
0.11,-0.08100627584286935,-0.028439793479000053,-0.09327658081056689,0.12171637428956694,0.9329696024941543,0.9614093959731543,0.740673339399454,0.8216796152423234,0.6181727904667329,0.7114493712772998,0.5962996663633606,0.585275619681835,0.5913333333333334,0
0.12,-0.08052994061463059,-0.027303352566080963,-0.09179423716315371,0.11909758972923468,0.9290724863600935,0.9563758389261745,0.7267212617531089,0.8072512023677395,0.5978152929493545,0.6896095301125083,0.6072186836518046,0.5952645209027007,0.6018333333333333,0
0.13,-0.08298331951456228,-0.03078394806635043,-0.0924626226605686,0.12324657072691902,0.9197194076383476,0.950503355704698,0.710949347892023,0.7939326674065853,0.5779543197616683,0.6704169424222369,0.6157112526539278,0.6034036256011839,0.6101666666666666,0
0.14,-0.08937294422636255,-0.03917909471823067,-0.09644007500113372,0.13561916971936439,0.9088074824629774,0.947986577181208,0.694570821959357,0.7839437661857196,0.5580933465739821,0.6545334215751158,0.6235972095844707,0.6111727709951905,0.618,0
0.15,-0.08546362902810445,-0.04199927288705696,-0.08635284313577296,0.12835211602282992,0.9017926734216679,0.9437919463087249,0.6818319684561723,0.7672955974842768,0.541708043694141,0.628060886829914,0.6308765544434334,0.6241213466518682,0.6278333333333334,0
0.16,-0.08380402996434733,-0.04481945105588303,-0.08056641234718975,0.12538586340307278,0.8947778643803586,0.9395973154362416,0.6709129511677282,0.7547169811320755,0.5283018867924528,0.6088682991396426,0.6363360630876554,0.6330003699593045,0.6348333333333334,0
