trial,pr_diff_avg,pr_diff_05,pr_diff_worst,tpr_diff_avg,tpr_diff_05,tpr_diff_worst,eo_diff_avg,eo_diff_05,eo_diff_worst,acc_avg,acc_05,acc_worst,alg
0.0,0.052557992168370864,0.0613765515820557,0.0893729442263625,0.038849824789035425,0.0607217772941982,0.0630659318815485,0.06873105269200117,0.07771500208663396,0.13561916971936439,0.6979356435643566,0.7693333333333333,0.4486666666666666,uncorrected
1.0,0.05648718855540599,0.0829491678881842,0.084181751955669,0.02768490572341819,0.0591482099220356,0.0677566166298178,0.07038529602140575,0.11167107880446711,0.11808524170486678,0.6994306930693069,0.7638333333333334,0.4555,uncorrected
2.0,0.045348462597981136,0.0492239025319556,0.099080483173887,0.013641862356668803,0.0141359806220527,0.0299849254000567,0.056465551815654616,0.04704097805799268,0.15088223116878396,0.7009537953795382,0.7668333333333334,0.4591666666666666,uncorrected
3.0,0.039064229565371346,0.0471491228070175,0.0729489164086687,0.010411484572616283,0.0014195065560173,0.0407982884276506,0.04403741704126643,0.03693049105496621,0.10474993768309804,0.6995973597359734,0.7673333333333333,0.4708333333333333,uncorrected
4.0,0.044510154860730684,0.0430548491772981,0.0887430963961576,0.017311068134566523,0.0142418758360216,0.0353786280688476,0.047127574919874966,0.022939833721521335,0.11805015253062595,0.701287128712871,0.7668333333333334,0.4603333333333333,uncorrected
5.0,0.028550956817175472,0.0322025266746134,0.0556552511589519,0.006559672833722324,0.0096663026905216,0.0184465017249484,0.03652100758127995,0.035390047764175314,0.08563640755542967,0.6961963696369636,0.7596666666666667,0.4645,uncorrected
6.0,0.05874154581079745,0.0682421938447453,0.0972586337197985,0.029085425560653307,0.0395655039520222,0.061179619539241,0.06406777865010298,0.0652321003510774,0.13435470928656512,0.6954768976897693,0.7641666666666667,0.458,uncorrected
7.0,0.05083867407544743,0.0584874758882502,0.0827697226413879,0.020932237466200748,0.0198005196263577,0.0422641568289015,0.049020989871654756,0.045419053421799055,0.11532826000006924,0.7030115511551155,0.7725,0.4525,uncorrected
8.0,0.04235325978452955,0.0443840839891997,0.0881308525305911,0.00908792508448266,0.0068873754447521,0.0247011166852287,0.0413913995034765,0.024375341680317658,0.11560184626901071,0.6979719471947194,0.7666666666666667,0.4518333333333333,uncorrected
9.0,0.054672667885907196,0.0465505445328009,0.1146704202604336,0.027854478323313663,0.0254643049401631,0.0592338192057642,0.08092733828403204,0.056525297001664754,0.18988528838440122,0.6987260726072608,0.765,0.457,uncorrected
0.0,0.0028549183484626057,0.0035369994650906,0.0215108276215185,0.012616495908118643,0.0062909654909059,0.0429395502361809,0.0376781637867358,0.05251241862801301,0.05655264845810598,0.695645214521452,0.7656666666666667,0.4275,full_corr
1.0,0.0024967308404020214,0.0011266588741853,0.0280970494235083,0.02926251238055804,0.0320274620844808,0.050009697063729,0.045930589339385305,0.05594560613507002,0.06754737979726576,0.6967392739273929,0.7673333333333333,0.4313333333333333,full_corr
2.0,0.0027909886088897827,0.0003339787792437,0.0258907472758386,0.03221136612334148,0.0385652073079598,0.045844821810498,0.04251895015629778,0.05202205665701945,0.06151445207475842,0.6990693069306932,0.7661666666666667,0.4326666666666666,full_corr
3.0,0.0024967473527538007,0.0014512383900928,0.0327549879600963,0.03534855170678549,0.0457860447970291,0.0611717640044063,0.044828643672624305,0.05477312969743797,0.06596869386021559,0.6977145214521453,0.7655,0.4413333333333333,full_corr
4.0,0.002109521684183183,0.0016475526679608,0.015739500433378,0.032736140648674715,0.0379477360750474,0.0577637145030331,0.05133773073425999,0.062370307906440325,0.07245818442452982,0.6989306930693069,0.7641666666666667,0.4371666666666666,full_corr
5.0,0.0023276755775720618,0.0001304535524833,0.028911152164879,0.02256089787010289,0.024902310958335,0.0472545088684984,0.027384108039928964,0.02990100630257786,0.054040074292748826,0.6952458745874591,0.7595,0.4386666666666666,full_corr
6.0,0.0027009267077505185,2.416246843772729e-05,0.0245705456825024,0.029678349704470662,0.0222656584104367,0.051825326148753,0.05448070933688919,0.06890105598998769,0.07902958815481459,0.6923943894389442,0.7586666666666667,0.4343333333333333,full_corr
7.0,0.0023970313356214555,0.0010347405169783,0.0203375784944189,0.029233534843751404,0.0438472106150384,0.0571114597237584,0.05402134814603866,0.0749348436366977,0.08055178799462119,0.7002392739273926,0.7701666666666667,0.4251666666666667,full_corr
8.0,0.0023158608947008935,0.000719897167806,0.030960963980008,0.036346983768462834,0.0401402180805103,0.0542231333550164,0.05176540786095062,0.06381660243512358,0.07553631268829591,0.6958415841584159,0.7645,0.4251666666666667,full_corr
9.0,0.0028682877036118877,0.0020042844805348,0.0332316423468185,0.0209091612140633,0.0247215205598575,0.0399369539111349,0.030872374427727917,0.03432916284958765,0.05891659779804359,0.6968762376237619,0.7648333333333334,0.4311666666666666,full_corr
0.0,0.03098521746955435,0.0304662665450749,0.0514017889333355,0.020771753296208166,0.0237972558025182,0.0429395502361809,0.03542313013734211,0.03361240153618794,0.06951197928992403,0.6967079207920789,0.769,0.4251666666666667,ours_tpr
1.0,0.03386121760463137,0.0510427305141033,0.0556776855367658,0.012553133828568406,0.0216697050799684,0.0395924647350115,0.031881317345959996,0.04550361751939197,0.06524530292040609,0.6979372937293729,0.7663333333333333,0.43,ours_tpr
2.0,0.026137563694831997,0.0261756708219136,0.0609820387287706,0.01302654262385545,0.0087793439327956,0.0361210606333908,0.034308304089773964,0.018225672364087175,0.07804397303955124,0.6997013201320131,0.7673333333333333,0.4311666666666666,ours_tpr
3.0,0.023624958277561465,0.0269715342277261,0.0452410130718954,0.017390941009785332,0.0218801936466721,0.0471616363354092,0.03457670519248931,0.03916611718690996,0.059882536563453215,0.6987623762376238,0.7683333333333333,0.4411666666666666,ours_tpr
4.0,0.0253017244833773,0.0210447991060235,0.0498268278880524,0.013336176754709923,0.0134100693546755,0.0423584336559393,0.026051444289869843,0.02221110611110899,0.05117257248144469,0.6998465346534654,0.7643333333333333,0.4371666666666666,ours_tpr
5.0,0.019108886612196476,0.0238411712308225,0.0423050559941613,0.009258987452168821,0.0014096820970995,0.0256659146703943,0.02914367245774028,0.01870738420860868,0.062269031750509796,0.6955066006600662,0.7588333333333334,0.438,ours_tpr
