trial,thresholds,positivity_rate_differences_scores_fpr,tpr_differences_scores_fpr,fpr_differences_scores_fpr,eqodds_differences_scores_fpr,tpr_A_scores_fpr,tpr_B_scores_fpr,selection_A_scores_fpr,selection_B_scores_fpr,fpr_A_scores_fpr,fpr_B_scores_fpr,acc_A_scores_fpr,acc_B_scores_fpr,acc_overall_scores_fpr,positivity_rate_differences_scores_tpr,tpr_differences_scores_tpr,fpr_differences_scores_tpr,eqodds_differences_scores_tpr,tpr_A_scores_tpr,tpr_B_scores_tpr,selection_A_scores_tpr,selection_B_scores_tpr,fpr_A_scores_tpr,fpr_B_scores_tpr,acc_A_scores_tpr,acc_B_scores_tpr,acc_overall_scores_tpr,positivity_rate_differences_scores_eo,tpr_differences_scores_eo,fpr_differences_scores_eo,eqodds_differences_scores_eo,tpr_A_scores_eo,tpr_B_scores_eo,selection_A_scores_eo,selection_B_scores_eo,fpr_A_scores_eo,fpr_B_scores_eo,acc_A_scores_eo,acc_B_scores_eo,acc_overall_scores_eo
1,0.44,-0.17429076447193986,-0.298197706171491,-0.03694831302889114,0.3351460192003821,0.701802293828509,1.0,0.26958904109589044,0.4438798055678303,0.052414928649835345,0.08936324167872649,0.8653881278538813,0.9454264250994255,0.9016098390160984,-0.0858801001620268,0.0,-0.05749911437789615,0.05749911437789615,1.0,1.0,0.3842922374429224,0.4701723376049492,0.07491767288693743,0.13241678726483358,0.9501369863013699,0.9191338930623066,0.9361063893610639,-0.11109441743997645,-0.13926815947569637,-0.021855008967420236,0.1611231684431166,0.8607318405243036,1.0,0.33278538812785385,0.4438798055678303,0.06750823271130625,0.08936324167872649,0.9084931506849315,0.9454264250994255,0.9252074792520748
1,0.45,-0.17137428192664605,-0.298197706171491,-0.03143283330765161,0.3296305394791426,0.701802293828509,1.0,0.2641095890410959,0.43548387096774194,0.04418221734357849,0.0756150506512301,0.8708675799086758,0.9538223596995139,0.9084091590840916,-0.03772867874502872,0.04824063564131664,-0.008418175666122851,0.056658811307439494,1.0,0.9517593643586834,0.376986301369863,0.4147149801148917,0.06394072447859495,0.0723589001447178,0.9574429223744292,0.9370304904993372,0.9482051794820517,-0.10909117690381498,-0.13926815947569637,-0.017711647797223513,0.15697980727291988,0.8607318405243036,1.0,0.32639269406392696,0.43548387096774194,0.05790340285400659,0.0756150506512301,0.9148858447488585,0.9538223596995139,0.9325067493250675
1,0.46,-0.16862277213138904,-0.298197706171491,-0.025866916811887512,0.3240646229833785,0.701802293828509,1.0,0.2562557077625571,0.4248784798939461,0.03238199780461032,0.05824891461649783,0.8787214611872146,0.9644277507733098,0.9175082491750824,-0.03899543378995435,0.04824063564131664,-0.00888958079494711,0.05713021643626375,1.0,0.9517593643586834,0.36511415525114155,0.4041095890410959,0.04610318331503842,0.05499276410998553,0.9693150684931506,0.947635881573133,0.9595040495950405,-0.10926204153778174,-0.13926815947569637,-0.016536510664796403,0.15580467014049276,0.8607318405243036,1.0,0.3156164383561644,0.4248784798939461,0.04171240395170143,0.05824891461649783,0.925662100456621,0.9644277507733098,0.9432056794320568
1,0.47000000000000003,-0.16629253203711886,-0.298197706171491,-0.0212620790117887,0.3194597851832797,0.701802293828509,1.0,0.2504109589041096,0.41670349094122844,0.023600439077936335,0.04486251808972504,0.884566210045662,0.9726027397260274,0.9244075592440756,-0.03860656945058183,0.04824063564131664,-0.007291092468478998,0.05553172810979564,1.0,0.9517593643586834,0.35799086757990867,0.3965974370304905,0.0354006586169045,0.0426917510853835,0.9764383561643836,0.9551480335837385,0.9668033196680332,-0.10747974664899101,-0.13926815947569637,-0.01275494399532328,0.15202310347101966,0.8607318405243036,1.0,0.3092237442922374,0.41670349094122844,0.03210757409440176,0.04486251808972504,0.932054794520548,0.9726027397260274,0.9504049595040496
1,0.48,-0.16142583591103254,-0.298197706171491,-0.012577819574551907,0.3107755257460429,0.701802293828509,1.0,0.24511415525114155,0.4065399911621741,0.015642151481888036,0.028219971056439943,0.8898630136986302,0.9827662395050818,0.9319068093190681,-0.03703638238326701,0.04824063564131664,-0.003708890057362895,0.05194952569867954,1.0,0.9517593643586834,0.35050228310502285,0.38753866548828986,0.024149286498353458,0.027858176555716353,0.9839269406392694,0.964206805125939,0.975002499750025,-0.10407423773751656,-0.13926815947569637,-0.00626607423975498,0.14553423371545135,0.8607318405243036,1.0,0.30246575342465754,0.4065399911621741,0.021953896816684963,0.028219971056439943,0.9388127853881278,0.9827662395050818,0.9587041295870413
1,0.49,-0.15711592281632056,-0.298197706171491,-0.004879261510307372,0.30307696768179837,0.701802293828509,1.0,0.24036529680365296,0.3974812196199735,0.008507135016465422,0.013386396526772794,0.8946118721461187,0.9918250110472824,0.9386061393860614,-0.035831492119605235,0.04824063564131664,-0.0006755350666639136,0.04891617070798056,1.0,0.9517593643586834,0.34264840182648404,0.3784798939460893,0.01234906695938529,0.013024602026049204,0.9917808219178083,0.9732655766681396,0.9834016598340166,-0.10250405067020185,-0.13926815947569637,-0.0026838718286388754,0.14195203130433526,0.8607318405243036,1.0,0.29497716894977166,0.3974812196199735,0.010702524698133918,0.013386396526772794,0.9463013698630137,0.9918250110472824,0.9669033096690332
1,0.5,-0.15460303432022388,-0.298197706171491,0.0,0.298197706171491,0.701802293828509,1.0,0.23470319634703196,0.38930623066725584,0.0,0.0,0.9002739726027398,1.0,0.9454054594540546,-0.03609662689645016,0.04824063564131664,0.0,0.04824063564131664,1.0,0.9517593643586834,0.33442922374429224,0.3705258506407424,0.0,0.0,1.0,0.9812196199734865,0.9915008499150085,-0.101452349388717,-0.13926815947569637,0.0,0.13926815947569637,0.8607318405243036,1.0,0.28785388127853884,0.38930623066725584,0.0,0.0,0.9534246575342465,1.0,0.9745025497450255
1,0.51,-0.15429076447193993,-0.300244062559861,0.0,0.300244062559861,0.681594756963408,0.981838819523269,0.22794520547945205,0.382235969951392,0.0,0.0,0.8935159817351598,0.9929297392841361,0.9385061493850615,-0.03837973191928118,0.03852679697801331,0.0,0.03852679697801331,0.9726925177498634,0.9341657207718501,0.32529680365296804,0.3636765355722492,0.0,0.0,0.9908675799086758,0.9743703049049933,0.9834016598340166,-0.10205332154956548,-0.14404526408908003,0.0,0.14404526408908003,0.837793555434189,0.981838819523269,0.2801826484018265,0.382235969951392,0.0,0.0,0.9457534246575342,0.9929297392841361,0.9671032896710329
1,0.52,-0.1490293121225512,-0.2884228053742117,0.0,0.2884228053742117,0.6695794647733478,0.9580022701475596,0.2239269406392694,0.3729562527618206,0.0,0.0,0.8894977168949771,0.9836500220945648,0.9321067893210679,-0.03531006039181028,0.04379425842362983,0.0,0.04379425842362983,0.9541234298197706,0.9103291713961408,0.31908675799086755,0.35439681838267784,0.0,0.0,0.9846575342465753,0.965090587715422,0.9758024197580242,-0.09843570481661512,-0.1371393537084552,0.0,0.1371393537084552,0.8208629164391044,0.9580022701475596,0.2745205479452055,0.3729562527618206,0.0,0.0,0.9400913242009132,0.9836500220945648,0.9598040195980402
1,0.53,-0.14593901900132566,-0.2822555298426457,0.0,0.2822555298426457,0.657018022938285,0.9392735527809307,0.21972602739726027,0.36566504639858594,0.0,0.0,0.885296803652968,0.9763588157313301,0.9265073492650735,-0.03444984533804685,0.043386350970267995,0.0,0.043386350970267995,0.9355543418896778,0.8921679909194098,0.3128767123287671,0.347326557666814,0.0,0.0,0.9784474885844748,0.9580203269995581,0.9692030796920308,-0.09680659891000148,-0.1353412753369111,0.0,0.1353412753369111,0.8039322774440196,0.9392735527809307,0.26885844748858445,0.36566504639858594,0.0,0.0,0.9344292237442923,0.9763588157313301,0.9534046595340466
