positivity_rate_differences,tpr_differences,fpr_differences,eqodds_differences,tpr_A,tpr_B,selection_A,selection_B,fpr_A,fpr_B,acc_A,acc_B,acc_overall,adjust_weight,trial,abs_fpr,abs_pos,abs_tpr,thresholds
0.0354556364920516,-0.09676616673001148,0.05185591155592053,0.14862980960002803,0.6427837116154873,0.7395498783454987,0.28070697498104624,0.2452513384889946,0.13714134462678665,0.08528543307086615,0.8146948445792268,0.8869973230220106,0.8552083333333336,0.0,0,0.05185591155592053,0.04917862711236813,0.09677389804410749,0.5099999999999999
0.02822507293981388,-0.09472077936843609,0.04145588008486764,0.14916136043618347,0.6465687583444594,0.7412895377128953,0.28219294920394233,0.2539678762641285,0.13771572260455264,0.09625984251968504,0.8153582259287339,0.8791314693634742,0.8510924999999999,0.01,0,0.053781324118497904,0.0485972046766271,0.09538003631768557,0.5099999999999999
0.028033724600730902,-0.09496970819161965,0.04128836863232224,0.1492427778068216,0.6463684913217624,0.741338199513382,0.28206406368460957,0.2540303390838786,0.1376151402858655,0.09632677165354331,0.8153733889310083,0.8790928019036288,0.8510774999999998,0.02,0,0.0536138126659525,0.04839232599643069,0.09562896514086912,0.5099999999999999
0.027844243448721585,-0.09514090157517403,0.041092897962926686,0.14921850052098046,0.6462216288384514,0.7413625304136252,0.28191622441243364,0.2540719809637121,0.13746691371095815,0.0963740157480315,0.8154378316906749,0.8790630577037477,0.8510891666666666,0.03,0,0.05341834199655695,0.04818931450330794,0.09580015852442351,0.5099999999999999
0.02767074162956722,-0.09536431381338947,0.04093977774350468,0.14928879253977387,0.6460347129506009,0.7413990267639902,0.28178733889310087,0.2541165972635336,0.13736103758602433,0.09642125984251969,0.8154605761940864,0.8790362879238548,0.8510841666666664,0.04,0,0.053265221777134934,0.04801581268415358,0.09602357076263893,0.5099999999999999
0.027515668135009348,-0.09553195014276943,0.04078937112082802,0.14930602224647715,0.6459279038718293,0.7414598540145986,0.2816887793783169,0.25417311124330755,0.13726574907358388,0.0964763779527559,0.8154984836997725,0.8790095181439618,0.8510858333333332,0.05,0,0.05311481515445827,0.047832045846207816,0.09619120709201891,0.5099999999999999
0.027325661554753453,-0.09566427580650926,0.04057950921830908,0.14922848600769803,0.645807743658211,0.7414720194647201,0.28155231235784683,0.25422665080309337,0.1371228163049232,0.09654330708661418,0.8155667172100077,0.8789619274241522,0.8510891666666666,0.06,0,0.05290495325193934,0.04760739708258785,0.0963235327557587,0.5099999999999999
0.0271226500616307,-0.09595325803423217,0.04041050758014699,0.1493484665972589,0.6455674232309747,0.7415206812652068,0.28139689158453374,0.254274241522903,0.13700105876124932,0.09659055118110237,0.8155856709628507,0.8789381320642475,0.8510841666666665,0.07,0,0.05273595161377724,0.047394120570673715,0.09661251498348165,0.5099999999999999
0.02691129711321152,-0.09627517955814567,0.04024041591810024,0.1495002964591256,0.6453671562082777,0.7416423357664231,0.2812717968157695,0.25436049970255803,0.13690577024880887,0.09666535433070866,0.8155970432145566,0.8789113622843546,0.8510741666666666,0.08,0,0.0525658599517305,0.047176818782278314,0.09693443650739511,0.5099999999999999
0.026715632595313354,-0.0964149279331079,0.04002267999983328,0.1494223089158209,0.6453004005340454,0.741715328467153,0.2811504927975739,0.2544348602022605,0.1367628374801482,0.09674015748031498,0.815680439727066,0.8788726948245092,0.8510891666666666,0.09,0,0.05234812403346353,0.04697520542440395,0.09707418488235735,0.5099999999999999
0.02642380117795149,-0.09679618242003125,0.0397649070666061,0.14953805915542107,0.6449799732977303,0.7417761557177615,0.2809003032600455,0.25447650208209394,0.13654049761778717,0.09677559055118112,0.8157486732373009,0.8788607971445569,0.8511125,0.1,0,0.05209035110023635,0.04666062950363041,0.09744770805518471,0.5099999999999999
0.025933218069860754,-0.0975002355127193,0.03935890755847156,0.14983611273997458,0.6443124165554072,0.7418126520681264,0.280445413191812,0.2545121951219512,0.13616993118051876,0.09681102362204724,0.8158244882486732,0.8788429506246282,0.8511358333333332,0.11,0,0.051684351592101815,0.04612024120990114,0.09815176114787276,0.5099999999999999
0.02552514974705027,-0.09782452840608238,0.038923969270913676,0.14972546734577977,0.6440854472630173,0.7419099756690998,0.2802217589082638,0.25469660916121356,0.13594759131815773,0.09702362204724412,0.8159192570128885,0.8787061273051755,0.8511008333333332,0.12,0,0.05124941330454393,0.04567753070372657,0.09847605404123584,0.5099999999999999
0.024815032344280428,-0.09844316347181481,0.03818588137705657,0.1496060145176551,0.6438317757009345,0.7422749391727493,0.2799905231235784,0.255175490779298,0.1357252514557967,0.09753937007874017,0.8160064442759667,0.8784057108863772,0.8509708333333333,0.13,0,0.05051132541068682,0.044967413300956736,0.09909468910696827,0.5099999999999999
0.024323680261803076,-0.09899117720626693,0.03771700020424922,0.14968514707929986,0.6435514018691589,0.7425425790754259,0.2797668688400303,0.25544318857822723,0.1355240868184224,0.09780708661417324,0.8160708870356329,0.8782688875669244,0.8509224999999999,0.14,0,0.050042444237879485,0.0444473678750915,0.09964270284142039,0.5099999999999999
0.02400414096089776,-0.09925345716429691,0.03738400103375114,0.14961442786683177,0.6433377837116154,0.7425912408759123,0.27962282031842306,0.2556186793575253,0.13540762308099522,0.0980236220472441,0.8160936315390447,0.8781171921475313,0.8508474999999999,0.15,0,0.049709445067381404,0.044127828574186186,0.09990498279945037,0.5099999999999999
